dsc_fonte;municipio_origem;cod_ibge_origem;uf_origem;municipio_destino;cod_ibge_destino;uf_destino;ano;mes;distancia_km;valor_frete_tonelada;valor_tonelada_km
PESQUISA                        ;AÇAILÂNDIA-MA                                     ;2100055                       ;MA        ;SÃO LUÍS-MA                                       ;2111300                       ;MA        ;2023;2;597;160,0;0,268
PESQUISA                        ;AÇAILÂNDIA-MA                                     ;2100055                       ;MA        ;SÃO LUÍS-MA                                       ;2111300                       ;MA        ;2023;3;597;170,0;0,2848
PESQUISA                        ;AÇAILÂNDIA-MA                                     ;2100055                       ;MA        ;SÃO LUÍS-MA                                       ;2111300                       ;MA        ;2023;4;597;170,0;0,2848
PESQUISA                        ;AÇAILÂNDIA-MA                                     ;2100055                       ;MA        ;SÃO LUÍS-MA                                       ;2111300                       ;MA        ;2023;5;597;160,0;0,268
PESQUISA                        ;AÇAILÂNDIA-MA                                     ;2100055                       ;MA        ;SÃO LUÍS-MA                                       ;2111300                       ;MA        ;2023;6;597;150,59;0,2522
PESQUISA                        ;AÇAILÂNDIA-MA                                     ;2100055                       ;MA        ;SÃO LUÍS-MA                                       ;2111300                       ;MA        ;2023;7;565;166,8;0,2952
PESQUISA                        ;AÇAILÂNDIA-MA                                     ;2100055                       ;MA        ;PORTO FRANCO-MA                                   ;2109007                       ;MA        ;2023;7;167;65,0;0,3892
PESQUISA                        ;AÇAILÂNDIA-MA                                     ;2100055                       ;MA        ;SÃO LUÍS-MA                                       ;2111300                       ;MA        ;2023;8;565;164,5;0,2912
PESQUISA                        ;AÇAILÂNDIA-MA                                     ;2100055                       ;MA        ;SÃO LUÍS-MA                                       ;2111300                       ;MA        ;2023;9;565;160,0;0,2832
CONTRATO                        ;ACREÚNA-GO                                        ;5200134                       ;GO        ;SANTA HELENA DE GOIÁS-GO                          ;5219308                       ;GO        ;2014;5;66;23,63;0,358
CONTRATO                        ;ACREÚNA-GO                                        ;5200134                       ;GO        ;ITAPURANGA-GO                                     ;5211206                       ;GO        ;2014;5;314;57,32;0,1825
CONTRATO                        ;ACREÚNA-GO                                        ;5200134                       ;GO        ;BRASÍLIA-DF                                       ;5300108                       ;DF        ;2014;5;403;57,87;0,1436
CONTRATO                        ;ACREÚNA-GO                                        ;5200134                       ;GO        ;PALMEIRAS DE GOIÁS-GO                             ;5215702                       ;GO        ;2014;5;117;29,26;0,2501
PESQUISA                        ;ALPINÓPOLIS-MG                                    ;3101904                       ;MG        ;GUARUJÁ-SP                                        ;3518701                       ;SP        ;2024;9;463;146,0;0,3153
PESQUISA                        ;ALPINÓPOLIS-MG                                    ;3101904                       ;MG        ;GUARUJÁ-SP                                        ;3518701                       ;SP        ;2024;10;463;146,0;0,3153
PESQUISA                        ;ALPINÓPOLIS-MG                                    ;3101904                       ;MG        ;GUARUJÁ-SP                                        ;3518701                       ;SP        ;2024;11;463;146,0;0,3153
PESQUISA                        ;ALTO PARNAÍBA-MA                                  ;2100501                       ;MA        ;SÃO LUÍS-MA                                       ;2111300                       ;MA        ;2023;3;1034;290,0;0,2805
PESQUISA                        ;ALTO PARNAÍBA-MA                                  ;2100501                       ;MA        ;SÃO LUÍS-MA                                       ;2111300                       ;MA        ;2023;4;1034;290,0;0,2805
PESQUISA                        ;ALTO PARNAÍBA-MA                                  ;2100501                       ;MA        ;SÃO LUÍS-MA                                       ;2111300                       ;MA        ;2023;5;1034;82,0;0,0793
PESQUISA                        ;ALTO PARNAÍBA-MA                                  ;2100501                       ;MA        ;SÃO LUÍS-MA                                       ;2111300                       ;MA        ;2023;6;1034;275,09;0,266
PESQUISA                        ;ALTO PARNAÍBA-MA                                  ;2100501                       ;MA        ;SÃO LUÍS-MA                                       ;2111300                       ;MA        ;2023;7;1050;275,0;0,2619
PESQUISA                        ;ALTO PARNAÍBA-MA                                  ;2100501                       ;MA        ;SÃO LUÍS-MA                                       ;2111300                       ;MA        ;2023;8;1050;316,61;0,3015
PESQUISA                        ;ALTO PARNAÍBA-MA                                  ;2100501                       ;MA        ;SÃO LUÍS-MA                                       ;2111300                       ;MA        ;2023;9;1050;325,12;0,3096
PESQUISA                        ;ALTO PARNAÍBA-MA                                  ;2100501                       ;MA        ;SÃO LUÍS-MA                                       ;2111300                       ;MA        ;2023;10;1050;326,66;0,3111
PESQUISA                        ;ALTO PARNAÍBA-MA                                  ;2100501                       ;MA        ;SÃO LUÍS-MA                                       ;2111300                       ;MA        ;2024;9;1050;275,0;0,2619
PESQUISA                        ;ANAPURUS-MA                                       ;2100808                       ;MA        ;SÃO LUÍS-MA                                       ;2111300                       ;MA        ;2023;7;277;83,6;0,3018
PESQUISA                        ;ANAPURUS-MA                                       ;2100808                       ;MA        ;SÃO LUÍS-MA                                       ;2111300                       ;MA        ;2023;8;277;93,0;0,3357
PESQUISA                        ;ANAPURUS-MA                                       ;2100808                       ;MA        ;SÃO LUÍS-MA                                       ;2111300                       ;MA        ;2024;9;277;75,0;0,2708
CONTRATO                        ;ARAÇATUBA-SP                                      ;3502804                       ;SP        ;HERVAL D'OESTE-SC                                 ;4206702                       ;SC        ;2016;2;951;137,74;0,1448
CONTRATO                        ;ARAÇATUBA-SP                                      ;3502804                       ;SP        ;CAMPOS NOVOS-SC                                   ;4203600                       ;SC        ;2016;2;1003;147,98;0,1475
CONTRATO                        ;ARAÇATUBA-SP                                      ;3502804                       ;SP        ;BRASÍLIA-DF                                       ;5300108                       ;DF        ;2017;10;895;176,22;0,1969
PESQUISA                        ;ARAL MOREIRA-MS                                   ;5001243                       ;MS        ;SANTA HELENA-PR                                   ;4123501                       ;PR        ;2021;5;361;62,73;0,1738
PESQUISA                        ;ARAL MOREIRA-MS                                   ;5001243                       ;MS        ;PARANAGUÁ-PR                                      ;4118204                       ;PR        ;2021;5;992;144,96;0,1461
PESQUISA                        ;ARAL MOREIRA-MS                                   ;5001243                       ;MS        ;MARINGÁ-PR                                        ;4115200                       ;PR        ;2021;5;510;84,54;0,123
PESQUISA                        ;ARAL MOREIRA-MS                                   ;5001243                       ;MS        ;MARAVILHA-SC                                      ;4210506                       ;SC        ;2021;5;689;94,0;0,1364
PESQUISA                        ;ARAL MOREIRA-MS                                   ;5001243                       ;MS        ;MARINGÁ-PR                                        ;4115200                       ;PR        ;2021;6;510;83,99;0,123
PESQUISA                        ;ARAL MOREIRA-MS                                   ;5001243                       ;MS        ;SANTA HELENA-PR                                   ;4123501                       ;PR        ;2021;6;361;62,73;0,1738
PESQUISA                        ;ARAL MOREIRA-MS                                   ;5001243                       ;MS        ;MARAVILHA-SC                                      ;4210506                       ;SC        ;2021;6;689;94,0;0,1364
PESQUISA                        ;ARAL MOREIRA-MS                                   ;5001243                       ;MS        ;PARANAGUÁ-PR                                      ;4118204                       ;PR        ;2021;6;992;135,0;0,1361
PESQUISA                        ;ARAL MOREIRA-MS                                   ;5001243                       ;MS        ;PARANAGUÁ-PR                                      ;4118204                       ;PR        ;2021;7;992;139,75;0,1409
PESQUISA                        ;ARAL MOREIRA-MS                                   ;5001243                       ;MS        ;MARINGÁ-PR                                        ;4115200                       ;PR        ;2021;7;510;77,67;0,1523
PESQUISA                        ;ARAL MOREIRA-MS                                   ;5001243                       ;MS        ;PARANAGUÁ-PR                                      ;4118204                       ;PR        ;2021;8;992;138,0;0,1391
PESQUISA                        ;ARAL MOREIRA-MS                                   ;5001243                       ;MS        ;MARINGÁ-PR                                        ;4115200                       ;PR        ;2021;8;510;80,0;0,1569
PESQUISA                        ;ARAL MOREIRA-MS                                   ;5001243                       ;MS        ;SANTA HELENA-PR                                   ;4123501                       ;PR        ;2021;8;361;67,83;0,1879
PESQUISA                        ;ARAL MOREIRA-MS                                   ;5001243                       ;MS        ;PARANAGUÁ-PR                                      ;4118204                       ;PR        ;2021;9;992;123,0;0,124
PESQUISA                        ;ARAL MOREIRA-MS                                   ;5001243                       ;MS        ;MARINGÁ-PR                                        ;4115200                       ;PR        ;2021;9;510;80,0;0,1569
PESQUISA                        ;ARAL MOREIRA-MS                                   ;5001243                       ;MS        ;SANTA HELENA-PR                                   ;4123501                       ;PR        ;2021;9;361;80,17;0,2221
PESQUISA                        ;ARAL MOREIRA-MS                                   ;5001243                       ;MS        ;SANTA HELENA-PR                                   ;4123501                       ;PR        ;2021;10;361;78,0;0,2161
PESQUISA                        ;ARAL MOREIRA-MS                                   ;5001243                       ;MS        ;MARINGÁ-PR                                        ;4115200                       ;PR        ;2021;10;510;76,0;0,149
PESQUISA                        ;ARAL MOREIRA-MS                                   ;5001243                       ;MS        ;PARANAGUÁ-PR                                      ;4118204                       ;PR        ;2021;10;992;135,0;0,1361
PESQUISA                        ;ARAL MOREIRA-MS                                   ;5001243                       ;MS        ;MARINGÁ-PR                                        ;4115200                       ;PR        ;2021;12;510;91,58;0,1796
PESQUISA                        ;ARAL MOREIRA-MS                                   ;5001243                       ;MS        ;PARANAGUÁ-PR                                      ;4118204                       ;PR        ;2021;12;992;155,0;0,1563
PESQUISA                        ;ARAL MOREIRA-MS                                   ;5001243                       ;MS        ;SANTA HELENA-PR                                   ;4123501                       ;PR        ;2021;12;361;84,0;0,2327
PESQUISA                        ;ARAL MOREIRA-MS                                   ;5001243                       ;MS        ;PARANAGUÁ-PR                                      ;4118204                       ;PR        ;2022;1;992;145,63;0,1468
PESQUISA                        ;ARAL MOREIRA-MS                                   ;5001243                       ;MS        ;SANTA HELENA-PR                                   ;4123501                       ;PR        ;2022;1;361;90,78;0,2515
PESQUISA                        ;ARAL MOREIRA-MS                                   ;5001243                       ;MS        ;MARINGÁ-PR                                        ;4115200                       ;PR        ;2022;1;510;95,44;0,1871
PESQUISA                        ;ARAL MOREIRA-MS                                   ;5001243                       ;MS        ;MARINGÁ-PR                                        ;4115200                       ;PR        ;2022;2;510;95,25;0,1868
PESQUISA                        ;ARAL MOREIRA-MS                                   ;5001243                       ;MS        ;SANTA HELENA-PR                                   ;4123501                       ;PR        ;2022;2;361;94,0;0,2604
PESQUISA                        ;ARAL MOREIRA-MS                                   ;5001243                       ;MS        ;PARANAGUÁ-PR                                      ;4118204                       ;PR        ;2022;2;992;185,59;0,1871
PESQUISA                        ;ARAL MOREIRA-MS                                   ;5001243                       ;MS        ;SANTA HELENA-PR                                   ;4123501                       ;PR        ;2022;3;361;102,5;0,2839
PESQUISA                        ;ARAL MOREIRA-MS                                   ;5001243                       ;MS        ;MARINGÁ-PR                                        ;4115200                       ;PR        ;2022;3;510;101,5;0,199
PESQUISA                        ;ARAL MOREIRA-MS                                   ;5001243                       ;MS        ;PARANAGUÁ-PR                                      ;4118204                       ;PR        ;2022;3;992;197,0;0,1986
PESQUISA                        ;ARAL MOREIRA-MS                                   ;5001243                       ;MS        ;MARINGÁ-PR                                        ;4115200                       ;PR        ;2022;4;510;98,83;0,1938
PESQUISA                        ;ARAL MOREIRA-MS                                   ;5001243                       ;MS        ;SANTA HELENA-PR                                   ;4123501                       ;PR        ;2022;4;361;96,0;0,2659
PESQUISA                        ;ARAL MOREIRA-MS                                   ;5001243                       ;MS        ;PARANAGUÁ-PR                                      ;4118204                       ;PR        ;2022;4;992;177,83;0,1793
PESQUISA                        ;ARAL MOREIRA-MS                                   ;5001243                       ;MS        ;MARINGÁ-PR                                        ;4115200                       ;PR        ;2022;5;510;115,0;0,2255
PESQUISA                        ;ARAL MOREIRA-MS                                   ;5001243                       ;MS        ;SANTA HELENA-PR                                   ;4123501                       ;PR        ;2022;5;361;82,17;0,2276
PESQUISA                        ;ARAL MOREIRA-MS                                   ;5001243                       ;MS        ;PARANAGUÁ-PR                                      ;4118204                       ;PR        ;2022;5;992;168,47;0,1698
PESQUISA                        ;ARAL MOREIRA-MS                                   ;5001243                       ;MS        ;PARANAGUÁ-PR                                      ;4118204                       ;PR        ;2022;6;992;203,67;0,2053
PESQUISA                        ;ARAL MOREIRA-MS                                   ;5001243                       ;MS        ;SANTA HELENA-PR                                   ;4123501                       ;PR        ;2022;6;361;100,0;0,277
PESQUISA                        ;ARAL MOREIRA-MS                                   ;5001243                       ;MS        ;MARINGÁ-PR                                        ;4115200                       ;PR        ;2022;6;510;105,0;0,2059
PESQUISA                        ;ARAL MOREIRA-MS                                   ;5001243                       ;MS        ;SANTA HELENA-PR                                   ;4123501                       ;PR        ;2022;7;361;135,17;0,3744
PESQUISA                        ;ARAL MOREIRA-MS                                   ;5001243                       ;MS        ;MARINGÁ-PR                                        ;4115200                       ;PR        ;2022;7;510;151,0;0,2961
PESQUISA                        ;ARAL MOREIRA-MS                                   ;5001243                       ;MS        ;PARANAGUÁ-PR                                      ;4118204                       ;PR        ;2022;7;992;262,0;0,2641
PESQUISA                        ;ARAL MOREIRA-MS                                   ;5001243                       ;MS        ;MARINGÁ-PR                                        ;4115200                       ;PR        ;2022;8;510;149,0;0,2922
PESQUISA                        ;ARAL MOREIRA-MS                                   ;5001243                       ;MS        ;PARANAGUÁ-PR                                      ;4118204                       ;PR        ;2022;8;992;253,57;0,2556
PESQUISA                        ;ARAL MOREIRA-MS                                   ;5001243                       ;MS        ;SANTA HELENA-PR                                   ;4123501                       ;PR        ;2022;8;361;81,0;0,2244
PESQUISA                        ;ARAL MOREIRA-MS                                   ;5001243                       ;MS        ;PARANAGUÁ-PR                                      ;4118204                       ;PR        ;2022;9;992;218,0;0,2198
PESQUISA                        ;ARAL MOREIRA-MS                                   ;5001243                       ;MS        ;MARINGÁ-PR                                        ;4115200                       ;PR        ;2022;9;510;110,0;0,2157
PESQUISA                        ;ARAL MOREIRA-MS                                   ;5001243                       ;MS        ;SANTA HELENA-PR                                   ;4123501                       ;PR        ;2022;9;361;84,56;0,2342
PESQUISA                        ;ARAL MOREIRA-MS                                   ;5001243                       ;MS        ;MARINGÁ-PR                                        ;4115200                       ;PR        ;2022;10;510;106,67;0,2092
PESQUISA                        ;ARAL MOREIRA-MS                                   ;5001243                       ;MS        ;PARANAGUÁ-PR                                      ;4118204                       ;PR        ;2022;10;992;166,5;0,1678
PESQUISA                        ;ARAL MOREIRA-MS                                   ;5001243                       ;MS        ;SANTA HELENA-PR                                   ;4123501                       ;PR        ;2022;10;361;99,0;0,2742
PESQUISA                        ;ARAL MOREIRA-MS                                   ;5001243                       ;MS        ;SANTA HELENA-PR                                   ;4123501                       ;PR        ;2022;11;361;118,0;0,3269
PESQUISA                        ;ARAL MOREIRA-MS                                   ;5001243                       ;MS        ;PARANAGUÁ-PR                                      ;4118204                       ;PR        ;2022;11;992;188,67;0,1902
PESQUISA                        ;ARAL MOREIRA-MS                                   ;5001243                       ;MS        ;MARINGÁ-PR                                        ;4115200                       ;PR        ;2022;11;510;118,0;0,2314
PESQUISA                        ;ARAL MOREIRA-MS                                   ;5001243                       ;MS        ;PARANAGUÁ-PR                                      ;4118204                       ;PR        ;2022;12;992;189,5;0,191
PESQUISA                        ;ARAL MOREIRA-MS                                   ;5001243                       ;MS        ;SANTA HELENA-PR                                   ;4123501                       ;PR        ;2022;12;361;115,0;0,3186
PESQUISA                        ;ARAL MOREIRA-MS                                   ;5001243                       ;MS        ;MARINGÁ-PR                                        ;4115200                       ;PR        ;2022;12;510;118,0;0,2314
PESQUISA                        ;ARAL MOREIRA-MS                                   ;5001243                       ;MS        ;PARANAGUÁ-PR                                      ;4118204                       ;PR        ;2023;1;992;238,33;0,2403
PESQUISA                        ;ARAL MOREIRA-MS                                   ;5001243                       ;MS        ;MARINGÁ-PR                                        ;4115200                       ;PR        ;2023;1;510;122,67;0,2405
PESQUISA                        ;ARAL MOREIRA-MS                                   ;5001243                       ;MS        ;SANTA HELENA-PR                                   ;4123501                       ;PR        ;2023;1;361;115,0;0,3186
PESQUISA                        ;ARAL MOREIRA-MS                                   ;5001243                       ;MS        ;MARINGÁ-PR                                        ;4115200                       ;PR        ;2023;2;510;137,5;0,2696
PESQUISA                        ;ARAL MOREIRA-MS                                   ;5001243                       ;MS        ;SANTA HELENA-PR                                   ;4123501                       ;PR        ;2023;2;361;115,0;0,3186
PESQUISA                        ;ARAL MOREIRA-MS                                   ;5001243                       ;MS        ;PARANAGUÁ-PR                                      ;4118204                       ;PR        ;2023;2;992;282,0;0,2843
PESQUISA                        ;ARAL MOREIRA-MS                                   ;5001243                       ;MS        ;PARANAGUÁ-PR                                      ;4118204                       ;PR        ;2023;3;992;285,0;0,2873
PESQUISA                        ;ARAL MOREIRA-MS                                   ;5001243                       ;MS        ;SANTA HELENA-PR                                   ;4123501                       ;PR        ;2023;3;361;125,0;0,3463
PESQUISA                        ;ARAL MOREIRA-MS                                   ;5001243                       ;MS        ;MARINGÁ-PR                                        ;4115200                       ;PR        ;2023;3;510;133,33;0,2614
PESQUISA                        ;ARAL MOREIRA-MS                                   ;5001243                       ;MS        ;MARINGÁ-PR                                        ;4115200                       ;PR        ;2023;4;510;122,67;0,2405
PESQUISA                        ;ARAL MOREIRA-MS                                   ;5001243                       ;MS        ;SANTA HELENA-PR                                   ;4123501                       ;PR        ;2023;4;361;120,0;0,3324
PESQUISA                        ;ARAL MOREIRA-MS                                   ;5001243                       ;MS        ;PARANAGUÁ-PR                                      ;4118204                       ;PR        ;2023;4;992;190,0;0,1915
PESQUISA                        ;ARAL MOREIRA-MS                                   ;5001243                       ;MS        ;PARANAGUÁ-PR                                      ;4118204                       ;PR        ;2023;5;992;260,0;0,2621
PESQUISA                        ;ARAL MOREIRA-MS                                   ;5001243                       ;MS        ;MARINGÁ-PR                                        ;4115200                       ;PR        ;2023;5;510;122,67;0,2405
PESQUISA                        ;ARAL MOREIRA-MS                                   ;5001243                       ;MS        ;PARANAGUÁ-PR                                      ;4118204                       ;PR        ;2023;6;992;214,0;0,2155
PESQUISA                        ;ARAL MOREIRA-MS                                   ;5001243                       ;MS        ;MARINGÁ-PR                                        ;4115200                       ;PR        ;2023;6;510;120,0;0,2353
PESQUISA                        ;ARAL MOREIRA-MS                                   ;5001243                       ;MS        ;PARANAGUÁ-PR                                      ;4118204                       ;PR        ;2023;7;992;237,0;0,2388
PESQUISA                        ;ARAL MOREIRA-MS                                   ;5001243                       ;MS        ;MARINGÁ-PR                                        ;4115200                       ;PR        ;2023;7;510;121,0;0,2379
PESQUISA                        ;ARAL MOREIRA-MS                                   ;5001243                       ;MS        ;MARINGÁ-PR                                        ;4115200                       ;PR        ;2023;8;510;135,0;0,2647
PESQUISA                        ;ARAL MOREIRA-MS                                   ;5001243                       ;MS        ;PARANAGUÁ-PR                                      ;4118204                       ;PR        ;2023;8;992;271,0;0,2734
PESQUISA                        ;ARAL MOREIRA-MS                                   ;5001243                       ;MS        ;MARINGÁ-PR                                        ;4115200                       ;PR        ;2023;9;510;129,0;0,2523
PESQUISA                        ;ARAL MOREIRA-MS                                   ;5001243                       ;MS        ;PARANAGUÁ-PR                                      ;4118204                       ;PR        ;2023;9;992;269,0;0,2709
PESQUISA                        ;ARAL MOREIRA-MS                                   ;5001243                       ;MS        ;MARINGÁ-PR                                        ;4115200                       ;PR        ;2023;10;510;123,0;0,242
PESQUISA                        ;ARAL MOREIRA-MS                                   ;5001243                       ;MS        ;PARANAGUÁ-PR                                      ;4118204                       ;PR        ;2023;10;992;234,0;0,2359
PESQUISA                        ;ARAL MOREIRA-MS                                   ;5001243                       ;MS        ;MARINGÁ-PR                                        ;4115200                       ;PR        ;2023;11;510;122,0;0,24
PESQUISA                        ;ARAL MOREIRA-MS                                   ;5001243                       ;MS        ;PARANAGUÁ-PR                                      ;4118204                       ;PR        ;2023;11;992;234,0;0,2359
PESQUISA                        ;ARAL MOREIRA-MS                                   ;5001243                       ;MS        ;MARINGÁ-PR                                        ;4115200                       ;PR        ;2023;12;510;121,0;0,2377
PESQUISA                        ;ARAL MOREIRA-MS                                   ;5001243                       ;MS        ;PARANAGUÁ-PR                                      ;4118204                       ;PR        ;2023;12;992;234,0;0,2359
PESQUISA                        ;ARAL MOREIRA-MS                                   ;5001243                       ;MS        ;MARINGÁ-PR                                        ;4115200                       ;PR        ;2024;1;510;133,0;0,2608
PESQUISA                        ;ARAL MOREIRA-MS                                   ;5001243                       ;MS        ;PARANAGUÁ-PR                                      ;4118204                       ;PR        ;2024;1;992;195,0;0,1966
PESQUISA                        ;ARAL MOREIRA-MS                                   ;5001243                       ;MS        ;PARANAGUÁ-PR                                      ;4118204                       ;PR        ;2024;2;992;225,0;0,2268
PESQUISA                        ;ARAL MOREIRA-MS                                   ;5001243                       ;MS        ;MARINGÁ-PR                                        ;4115200                       ;PR        ;2024;2;510;116,0;0,2275
PESQUISA                        ;ARAL MOREIRA-MS                                   ;5001243                       ;MS        ;PARANAGUÁ-PR                                      ;4118204                       ;PR        ;2024;3;992;154,0;0,1552
PESQUISA                        ;ARAL MOREIRA-MS                                   ;5001243                       ;MS        ;MARINGÁ-PR                                        ;4115200                       ;PR        ;2024;3;510;99,0;0,1941
PESQUISA                        ;ARAL MOREIRA-MS                                   ;5001243                       ;MS        ;PARANAGUÁ-PR                                      ;4118204                       ;PR        ;2024;4;992;160,0;0,1613
PESQUISA                        ;ARAL MOREIRA-MS                                   ;5001243                       ;MS        ;MARINGÁ-PR                                        ;4115200                       ;PR        ;2024;4;510;94,0;0,1833
PESQUISA                        ;ARAL MOREIRA-MS                                   ;5001243                       ;MS        ;PARANAGUÁ-PR                                      ;4118204                       ;PR        ;2024;5;992;170,0;0,1714
PESQUISA                        ;ARAL MOREIRA-MS                                   ;5001243                       ;MS        ;MARINGÁ-PR                                        ;4115200                       ;PR        ;2024;5;510;103,0;0,202
PESQUISA                        ;ARAL MOREIRA-MS                                   ;5001243                       ;MS        ;MARINGÁ-PR                                        ;4115200                       ;PR        ;2024;6;510;103,0;0,2026
PESQUISA                        ;ARAL MOREIRA-MS                                   ;5001243                       ;MS        ;PARANAGUÁ-PR                                      ;4118204                       ;PR        ;2024;6;992;215,0;0,2167
PESQUISA                        ;ARAL MOREIRA-MS                                   ;5001243                       ;MS        ;MARINGÁ-PR                                        ;4115200                       ;PR        ;2024;7;510;105,0;0,2049
PESQUISA                        ;ARAL MOREIRA-MS                                   ;5001243                       ;MS        ;PARANAGUÁ-PR                                      ;4118204                       ;PR        ;2024;7;992;226,0;0,2278
PESQUISA                        ;ARAL MOREIRA-MS                                   ;5001243                       ;MS        ;MARINGÁ-PR                                        ;4115200                       ;PR        ;2024;8;510;102,0;0,2
PESQUISA                        ;ARAL MOREIRA-MS                                   ;5001243                       ;MS        ;PARANAGUÁ-PR                                      ;4118204                       ;PR        ;2024;8;992;201,0;0,2024
PESQUISA                        ;ARAL MOREIRA-MS                                   ;5001243                       ;MS        ;MARINGÁ-PR                                        ;4115200                       ;PR        ;2024;9;510;95,0;0,1863
PESQUISA                        ;ARAL MOREIRA-MS                                   ;5001243                       ;MS        ;PARANAGUÁ-PR                                      ;4118204                       ;PR        ;2024;9;992;200,0;0,2016
PESQUISA                        ;ARAL MOREIRA-MS                                   ;5001243                       ;MS        ;PARANAGUÁ-PR                                      ;4118204                       ;PR        ;2024;10;992;180,0;0,1815
PESQUISA                        ;ARAL MOREIRA-MS                                   ;5001243                       ;MS        ;MARINGÁ-PR                                        ;4115200                       ;PR        ;2024;10;510;90,0;0,1765
PESQUISA                        ;ARAL MOREIRA-MS                                   ;5001243                       ;MS        ;MARINGÁ-PR                                        ;4115200                       ;PR        ;2024;11;510;87,0;0,1706
PESQUISA                        ;ARAL MOREIRA-MS                                   ;5001243                       ;MS        ;PARANAGUÁ-PR                                      ;4118204                       ;PR        ;2024;11;992;180,0;0,1815
PESQUISA                        ;BAIXA GRANDE DO RIBEIRO-PI                        ;2201150                       ;PI        ;SÃO LUÍS-MA                                       ;2111300                       ;MA        ;2022;7;810;288,25;0,3559
PESQUISA                        ;BAIXA GRANDE DO RIBEIRO-PI                        ;2201150                       ;PI        ;TERESINA-PI                                       ;2211001                       ;PI        ;2022;7;589;180,0;0,3056
PESQUISA                        ;BAIXA GRANDE DO RIBEIRO-PI                        ;2201150                       ;PI        ;TERESINA-PI                                       ;2211001                       ;PI        ;2022;8;589;190,0;0,3226
PESQUISA                        ;BAIXA GRANDE DO RIBEIRO-PI                        ;2201150                       ;PI        ;SÃO LUÍS-MA                                       ;2111300                       ;MA        ;2022;8;810;304,0;0,3753
PESQUISA                        ;BAIXA GRANDE DO RIBEIRO-PI                        ;2201150                       ;PI        ;TERESINA-PI                                       ;2211001                       ;PI        ;2022;9;589;195,0;0,3311
PESQUISA                        ;BAIXA GRANDE DO RIBEIRO-PI                        ;2201150                       ;PI        ;SÃO LUÍS-MA                                       ;2111300                       ;MA        ;2022;9;810;267,0;0,3296
PESQUISA                        ;BAIXA GRANDE DO RIBEIRO-PI                        ;2201150                       ;PI        ;TERESINA-PI                                       ;2211001                       ;PI        ;2022;10;589;175,0;0,2971
PESQUISA                        ;BAIXA GRANDE DO RIBEIRO-PI                        ;2201150                       ;PI        ;SÃO LUÍS-MA                                       ;2111300                       ;MA        ;2022;10;810;295,62;0,365
PESQUISA                        ;BAIXA GRANDE DO RIBEIRO-PI                        ;2201150                       ;PI        ;TERESINA-PI                                       ;2211001                       ;PI        ;2022;11;589;170,0;0,2886
PESQUISA                        ;BAIXA GRANDE DO RIBEIRO-PI                        ;2201150                       ;PI        ;SÃO LUÍS-MA                                       ;2111300                       ;MA        ;2022;11;810;288,0;0,3556
PESQUISA                        ;BAIXA GRANDE DO RIBEIRO-PI                        ;2201150                       ;PI        ;SÃO LUÍS-MA                                       ;2111300                       ;MA        ;2022;12;810;237,0;0,2926
PESQUISA                        ;BAIXA GRANDE DO RIBEIRO-PI                        ;2201150                       ;PI        ;TERESINA-PI                                       ;2211001                       ;PI        ;2022;12;589;175,0;0,2971
PESQUISA                        ;BAIXA GRANDE DO RIBEIRO-PI                        ;2201150                       ;PI        ;SÃO LUÍS-MA                                       ;2111300                       ;MA        ;2023;1;810;253,0;0,3123
PESQUISA                        ;BAIXA GRANDE DO RIBEIRO-PI                        ;2201150                       ;PI        ;TERESINA-PI                                       ;2211001                       ;PI        ;2023;1;589;175,0;0,2971
PESQUISA                        ;BAIXA GRANDE DO RIBEIRO-PI                        ;2201150                       ;PI        ;SÃO LUÍS-MA                                       ;2111300                       ;MA        ;2023;2;810;265,0;0,3272
PESQUISA                        ;BAIXA GRANDE DO RIBEIRO-PI                        ;2201150                       ;PI        ;TERESINA-PI                                       ;2211001                       ;PI        ;2023;2;589;180,0;0,3056
PESQUISA                        ;BAIXA GRANDE DO RIBEIRO-PI                        ;2201150                       ;PI        ;TERESINA-PI                                       ;2211001                       ;PI        ;2023;3;589;180,0;0,3056
PESQUISA                        ;BAIXA GRANDE DO RIBEIRO-PI                        ;2201150                       ;PI        ;SÃO LUÍS-MA                                       ;2111300                       ;MA        ;2023;3;810;278,0;0,3432
PESQUISA                        ;BAIXA GRANDE DO RIBEIRO-PI                        ;2201150                       ;PI        ;SÃO LUÍS-MA                                       ;2111300                       ;MA        ;2023;4;810;242,0;0,2988
PESQUISA                        ;BAIXA GRANDE DO RIBEIRO-PI                        ;2201150                       ;PI        ;TERESINA-PI                                       ;2211001                       ;PI        ;2023;4;589;190,0;0,3226
PESQUISA                        ;BAIXA GRANDE DO RIBEIRO-PI                        ;2201150                       ;PI        ;SÃO LUÍS-MA                                       ;2111300                       ;MA        ;2023;5;810;248,0;0,3062
PESQUISA                        ;BAIXA GRANDE DO RIBEIRO-PI                        ;2201150                       ;PI        ;TERESINA-PI                                       ;2211001                       ;PI        ;2023;5;589;175,0;0,2971
PESQUISA                        ;BAIXA GRANDE DO RIBEIRO-PI                        ;2201150                       ;PI        ;SÃO LUÍS-MA                                       ;2111300                       ;MA        ;2023;6;810;264,0;0,3254
PESQUISA                        ;BAIXA GRANDE DO RIBEIRO-PI                        ;2201150                       ;PI        ;TERESINA-PI                                       ;2211001                       ;PI        ;2023;6;589;179,0;0,3047
