descricao_produto_preco_minimo;id_produto;uf;regionalizacao;ano_inicio_vigencia;mes_incio_vigencia;ano_termino_vigencia;mes_termino_vigencia;preco;dsc_unidade_comercializacao;nome_normativo;url
MILHO                                   ;4742;BA;BAHIA-OESTE    ;2014;01;2014;12;21.6;60 kg                                                       ;PORTARIA Nº 201, DE 1º DE JULH;NI
MILHO                                   ;4742;BA;BAHIA-OESTE    ;2014;01;2014;12;21.6;60 kg                                                       ;PORTARIA Nº 201, DE 1º DE JULH;NI
MILHO                                   ;4742;BA;BAHIA-OESTE    ;2015;01;2015;12;21.6;60 kg                                                       ;PORTARIA Nº 201, DE 1º DE JULH;NI
MILHO                                   ;4742;BA;BAHIA-OESTE    ;2015;01;2015;12;21.6;60 kg                                                       ;PORTARIA Nº 201, DE 1º DE JULH;NI
MILHO                                   ;4742;BA;BAHIA-OESTE    ;2016;01;2016;12;21.6;60 kg                                                       ;PORTARIA Nº 123, DE 5 DE JULHO;http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2016_PRT_123.pdf
MILHO                                   ;4742;BA;BAHIA-OESTE    ;2016;01;2016;12;21.6;60 kg                                                       ;PORTARIA Nº 123, DE 5 DE JULHO;http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2016_PRT_123.pdf
MILHO                                   ;4742;BA;BAHIA-OESTE    ;2017;01;2017;12;21.6;60 kg                                                       ;PORTARIA Nº 123, DE 5 DE JULHO;http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2016_PRT_123.pdf
MILHO                                   ;4742;BA;BAHIA-OESTE    ;2017;01;2017;12;21.6;60 kg                                                       ;PORTARIA Nº 123, DE 5 DE JULHO;http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2016_PRT_123.pdf
MILHO                                   ;4742;BA;BAHIA-OESTE    ;2018;01;2018;12;20.85;60 kg                                                       ;PORTARIA Nº  1.577, DE 17 DE J;http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2017_PRT_1577.pdf
MILHO                                   ;4742;BA;BAHIA-OESTE    ;2018;01;2018;12;20.85;60 kg                                                       ;PORTARIA Nº  1.577, DE 17 DE J;http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2017_PRT_1577.pdf
MILHO                                   ;4742;BA;BAHIA-OESTE    ;2019;01;2019;12;20.41;60 kg                                                       ;PORTARIA Nº 135, DE 12 DE JULH;http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2018_PRT_935.pdf
MILHO                                   ;4742;BA;BAHIA-OESTE    ;2019;01;2019;12;20.41;60 kg                                                       ;PORTARIA Nº 135, DE 12 DE JULH;http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2018_PRT_935.pdf
MILHO                                   ;4742;BA;BAHIA-OESTE    ;2020;01;2020;12;22.59;60 kg                                                       ;                              ;
MILHO                                   ;4742;BA;BAHIA-OESTE    ;2020;01;2020;12;22.59;60 kg                                                       ;                              ;
MILHO                                   ;4742;BA;BAHIA-OESTE    ;2021;01;2021;12;23.52;60 kg                                                       ;                              ;
MILHO                                   ;4742;BA;BAHIA-OESTE    ;2021;01;2021;12;23.52;60 kg                                                       ;                              ;
MILHO                                   ;4742;BA;BAHIA-OESTE    ;2022;01;2022;12;28.26;60 kg                                                       ;                              ;
MILHO                                   ;4742;BA;BAHIA-OESTE    ;2022;01;2022;12;28.26;60 kg                                                       ;                              ;
MILHO                                   ;4742;BA;BAHIA-OESTE    ;2023;01;2023;12;53.13;60 kg                                                       ;PORTARIA MAPA Nº 452, DE 4 DE ;https://www.in.gov.br/en/web/dou/-/portaria-mapa-n-452-de-4-de-julho-de-2022-413234156
MILHO                                   ;4742;BA;BAHIA-OESTE    ;2023;01;2023;12;53.13;60 kg                                                       ;PORTARIA MAPA Nº 452, DE 4 DE ;https://www.in.gov.br/en/web/dou/-/portaria-mapa-n-452-de-4-de-julho-de-2022-413234156
MILHO                                   ;4742;BA;BAHIA-OESTE    ;2024;01;2024;12;39.21;60 kg                                                       ;PORTARIA MAPA Nº 612, DE 31 DE;https://www.in.gov.br/en/web/dou/-/portaria-mapa-n-612-de-31-de-agosto-de-2023-507003445
MILHO                                   ;4742;BA;BAHIA-OESTE    ;2024;01;2024;12;39.21;60 kg                                                       ;PORTARIA MAPA Nº 612, DE 31 DE;https://www.in.gov.br/en/web/dou/-/portaria-mapa-n-612-de-31-de-agosto-de-2023-507003445
MILHO                                   ;4742;CE;CE             ;2014;06;2015;05;24.99;60 kg                                                       ;PORTARIA Nº 201, DE 1º DE JULH;NI
MILHO                                   ;4742;CE;CE             ;2015;06;2016;05;24.99;60 kg                                                       ;PORTARIA Nº 201, DE 1º DE JULH;NI
MILHO                                   ;4742;CE;CE             ;2016;06;2017;05;24.99;60 kg                                                       ;PORTARIA Nº 123, DE 5 DE JULHO;http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2016_PRT_123.pdf
MILHO                                   ;4742;CE;CE             ;2017;06;2018;05;24.99;60 kg                                                       ;PORTARIA Nº  1.577, DE 17 DE J;http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2017_PRT_1577.pdf
MILHO                                   ;4742;CE;CE             ;2018;06;2019;05;24.99;60 kg                                                       ;PORTARIA Nº  1.577, DE 17 DE J;http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2017_PRT_1577.pdf
MILHO                                   ;4742;CE;CE             ;2019;06;2020;05;24.99;60 kg                                                       ;PORTARIA Nº 135, DE 12 DE JULH;http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2018_PRT_935.pdf
MILHO                                   ;4742;CE;CE             ;2020;06;2021;05;24.27;60 kg                                                       ;PORTARIA Nº 135, DE 12 DE JULH;http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2019_PRT_135.pdf
MILHO                                   ;4742;CE;CE             ;2021;06;2022;05;27.66;60 kg                                                       ;PORTARIA Nº 190, DE 9 DE JUNHO;http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2020_PRT_190.pdf
MILHO                                   ;4742;CE;CE             ;2022;06;2023;05;35.43;60 kg                                                       ;PORTARIA Nº 201, DE 1º DE JULH;http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2021_PRT_201.pdf
MILHO                                   ;4742;CE;CE             ;2023;06;2024;05;57.75;60 kg                                                       ;PORTARIA MAPA Nº 452, DE 4 DE ;https://biblioteca.conab.gov.br/phl82/pdf/legislacao/2022_PRT_452.pdf
MILHO                                   ;4742;CE;CE             ;2024;06;2025;05;50.3;60 kg                                                       ;PORTARIA MAPA Nº 612, DE 31 DE;https://www.in.gov.br/en/web/dou/-/portaria-mapa-n-612-de-31-de-agosto-de-2023-507003445
MILHO                                   ;4742;CE;CE             ;2025;06;2026;05;55.07;60 kg                                                       ;PORTARIA MAPA Nº 700, DE 15 DE;https://www.in.gov.br/en/web/dou/-/portaria-mapa-n-700-de-15-de-julho-de-2024-572339980
MILHO                                   ;4742;DF;DF             ;2014;01;2014;12;17.67;60 kg                                                       ;PORTARIA Nº 201, DE 1º DE JULH;NI
MILHO                                   ;4742;DF;DF             ;2015;01;2015;12;17.67;60 kg                                                       ;PORTARIA Nº 201, DE 1º DE JULH;NI
MILHO                                   ;4742;DF;DF             ;2016;01;2016;12;17.67;60 kg                                                       ;PORTARIA Nº 123, DE 5 DE JULHO;http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2016_PRT_123.pdf
MILHO                                   ;4742;DF;DF             ;2017;01;2017;12;19.21;60 kg                                                       ;PORTARIA Nº 123, DE 5 DE JULHO;http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2016_PRT_123.pdf
MILHO                                   ;4742;DF;DF             ;2018;01;2018;12;19.47;60 kg                                                       ;PORTARIA Nº  1.577, DE 17 DE J;http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2017_PRT_1577.pdf
MILHO                                   ;4742;DF;DF             ;2019;01;2019;12;21.62;60 kg                                                       ;PORTARIA Nº 135, DE 12 DE JULH;http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2018_PRT_935.pdf
MILHO                                   ;4742;DF;DF             ;2020;01;2020;12;24.51;60 kg                                                       ;PORTARIA Nº 135, DE 12 DE JULH;http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2019_PRT_135.pdf
MILHO                                   ;4742;DF;DF             ;2021;01;2021;12;26.28;60 kg                                                       ;PORTARIA Nº 190, DE 9 DE JUNHO;http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2020_PRT_190.pdf
MILHO                                   ;4742;DF;DF             ;2022;01;2022;12;31.34;60 kg                                                       ;PORTARIA Nº 201, DE 1º DE JULH;http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2021_PRT_201.pdf
MILHO                                   ;4742;DF;DF             ;2023;01;2023;12;55.2;60 kg                                                       ;PORTARIA MAPA Nº 452, DE 4 DE ;https://biblioteca.conab.gov.br/phl82/pdf/legislacao/2022_PRT_452.pdf
MILHO                                   ;4742;DF;DF             ;2024;01;2024;12;39.21;60 kg                                                       ;PORTARIA MAPA Nº 612, DE 31 DE;https://www.in.gov.br/en/web/dou/-/portaria-mapa-n-612-de-31-de-agosto-de-2023-507003445
MILHO                                   ;4742;DF;DF             ;2025;01;2025;12;35.91;60 kg                                                       ;PORTARIA MAPA Nº 700, DE 15 DE;https://www.in.gov.br/en/web/dou/-/portaria-mapa-n-700-de-15-de-julho-de-2024-572339980
MILHO                                   ;4742;ES;ES             ;2014;01;2014;12;17.67;60 kg                                                       ;PORTARIA Nº 201, DE 1º DE JULH;NI
MILHO                                   ;4742;ES;ES             ;2015;01;2015;12;17.67;60 kg                                                       ;PORTARIA Nº 201, DE 1º DE JULH;NI
MILHO                                   ;4742;ES;ES             ;2016;01;2016;12;17.67;60 kg                                                       ;PORTARIA Nº 123, DE 5 DE JULHO;http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2016_PRT_123.pdf
MILHO                                   ;4742;ES;ES             ;2017;01;2017;12;19.21;60 kg                                                       ;PORTARIA Nº 123, DE 5 DE JULHO;http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2016_PRT_123.pdf
MILHO                                   ;4742;ES;ES             ;2018;01;2018;12;19.47;60 kg                                                       ;PORTARIA Nº  1.577, DE 17 DE J;http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2017_PRT_1577.pdf
MILHO                                   ;4742;ES;ES             ;2019;01;2019;12;21.62;60 kg                                                       ;PORTARIA Nº 135, DE 12 DE JULH;http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2018_PRT_935.pdf
MILHO                                   ;4742;ES;ES             ;2020;01;2020;12;24.51;60 kg                                                       ;PORTARIA Nº 135, DE 12 DE JULH;http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2019_PRT_135.pdf
MILHO                                   ;4742;ES;ES             ;2021;01;2021;12;26.28;60 kg                                                       ;PORTARIA Nº 190, DE 9 DE JUNHO;http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2020_PRT_190.pdf
MILHO                                   ;4742;ES;ES             ;2022;01;2022;12;31.34;60 kg                                                       ;PORTARIA Nº 201, DE 1º DE JULH;http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2021_PRT_201.pdf
MILHO                                   ;4742;ES;ES             ;2023;01;2023;12;55.2;60 kg                                                       ;PORTARIA MAPA Nº 452, DE 4 DE ;https://biblioteca.conab.gov.br/phl82/pdf/legislacao/2022_PRT_452.pdf
MILHO                                   ;4742;ES;ES             ;2024;01;2024;12;47.79;60 kg                                                       ;PORTARIA MAPA Nº 612, DE 31 DE;https://www.in.gov.br/en/web/dou/-/portaria-mapa-n-612-de-31-de-agosto-de-2023-507003445
MILHO                                   ;4742;ES;ES             ;2025;01;2025;12;45.83;60 kg                                                       ;PORTARIA MAPA Nº 700, DE 15 DE;https://www.in.gov.br/en/web/dou/-/portaria-mapa-n-700-de-15-de-julho-de-2024-572339980
MILHO                                   ;4742;GO;GO             ;2014;01;2014;12;17.67;60 kg                                                       ;PORTARIA Nº 201, DE 1º DE JULH;NI
MILHO                                   ;4742;GO;GO             ;2015;01;2015;12;17.67;60 kg                                                       ;PORTARIA Nº 201, DE 1º DE JULH;NI
MILHO                                   ;4742;GO;GO             ;2016;01;2016;12;17.67;60 kg                                                       ;PORTARIA Nº 123, DE 5 DE JULHO;http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2016_PRT_123.pdf
MILHO                                   ;4742;GO;GO             ;2017;01;2017;12;19.21;60 kg                                                       ;PORTARIA Nº 123, DE 5 DE JULHO;http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2016_PRT_123.pdf
MILHO                                   ;4742;GO;GO             ;2018;01;2018;12;19.47;60 kg                                                       ;PORTARIA Nº  1.577, DE 17 DE J;http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2017_PRT_1577.pdf
MILHO                                   ;4742;GO;GO             ;2019;01;2019;12;21.62;60 kg                                                       ;PORTARIA Nº 135, DE 12 DE JULH;http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2018_PRT_935.pdf
MILHO                                   ;4742;GO;GO             ;2020;01;2020;12;24.51;60 kg                                                       ;PORTARIA Nº 135, DE 12 DE JULH;http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2019_PRT_135.pdf
MILHO                                   ;4742;GO;GO             ;2021;01;2021;12;26.28;60 kg                                                       ;PORTARIA Nº 190, DE 9 DE JUNHO;http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2020_PRT_190.pdf
MILHO                                   ;4742;GO;GO             ;2022;01;2022;12;31.34;60 kg                                                       ;PORTARIA Nº 201, DE 1º DE JULH;http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2021_PRT_201.pdf
MILHO                                   ;4742;GO;GO             ;2023;01;2023;12;55.2;60 kg                                                       ;PORTARIA MAPA Nº 452, DE 4 DE ;https://biblioteca.conab.gov.br/phl82/pdf/legislacao/2022_PRT_452.pdf
MILHO                                   ;4742;GO;GO             ;2024;01;2024;12;39.21;60 kg                                                       ;PORTARIA MAPA Nº 612, DE 31 DE;https://www.in.gov.br/en/web/dou/-/portaria-mapa-n-612-de-31-de-agosto-de-2023-507003445
MILHO                                   ;4742;GO;GO             ;2025;01;2025;12;35.91;60 kg                                                       ;PORTARIA MAPA Nº 700, DE 15 DE;https://www.in.gov.br/en/web/dou/-/portaria-mapa-n-700-de-15-de-julho-de-2024-572339980
MILHO                                   ;4742;MA;MA             ;2014;06;2015;05;24.99;60 kg                                                       ;PORTARIA Nº 201, DE 1º DE JULH;NI
MILHO                                   ;4742;MA;MA             ;2015;06;2015;12;24.99;60 kg                                                       ;PORTARIA Nº 201, DE 1º DE JULH;NI
MILHO                                   ;4742;MA;MA             ;2016;01;2016;12;24.99;60 kg                                                       ;PORTARIA Nº 123, DE 5 DE JULHO;http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2016_PRT_123.pdf
MILHO                                   ;4742;MA;MA             ;2017;06;2018;05;24.99;60 kg                                                       ;PORTARIA Nº 201, DE 1º DE JULH;NI
MILHO                                   ;4742;MA;MA             ;2017;01;2017;05;24.99;60 kg                                                       ;PORTARIA Nº 201, DE 1º DE JULH;NI
MILHO                                   ;4742;MA;MA             ;2018;06;2019;05;24.99;60 kg                                                       ;PORTARIA Nº  1.577, DE 17 DE J;http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2017_PRT_1577.pdf
MILHO                                   ;4742;MA;MA             ;2019;06;2019;12;24.99;60 kg                                                       ;PORTARIA Nº 135, DE 12 DE JULH;http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2018_PRT_935.pdf
MILHO                                   ;4742;MA;MA             ;2020;01;2020;12;22.59;60 kg                                                       ;PORTARIA Nº 135, DE 12 DE JULH;http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2019_PRT_135.pdf
MILHO                                   ;4742;MA;MA             ;2021;01;2021;12;23.52;60 kg                                                       ;PORTARIA Nº 190, DE 9 DE JUNHO;http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2020_PRT_190.pdf
MILHO                                   ;4742;MA;MA             ;2022;01;2022;12;28.26;60 kg                                                       ;PORTARIA Nº 201, DE 1º DE JULH;http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2021_PRT_201.pdf
MILHO                                   ;4742;MA;MA             ;2023;01;2023;12;53.13;60 kg                                                       ;PORTARIA MAPA Nº 452, DE 4 DE ;https://biblioteca.conab.gov.br/phl82/pdf/legislacao/2022_PRT_452.pdf
MILHO                                   ;4742;MA;MA             ;2024;01;2024;12;39.21;60 kg                                                       ;PORTARIA MAPA Nº 612, DE 31 DE;https://www.in.gov.br/en/web/dou/-/portaria-mapa-n-612-de-31-de-agosto-de-2023-507003445
MILHO                                   ;4742;MA;MA             ;2025;01;2025;12;40.55;60 kg                                                       ;PORTARIA MAPA Nº 700, DE 15 DE;https://www.in.gov.br/en/web/dou/-/portaria-mapa-n-700-de-15-de-julho-de-2024-572339980
MILHO                                   ;4742;MG;MG             ;2014;01;2014;12;17.67;60 kg                                                       ;PORTARIA Nº 201, DE 1º DE JULH;NI
MILHO                                   ;4742;MG;MG             ;2015;01;2015;12;17.67;60 kg                                                       ;PORTARIA Nº 201, DE 1º DE JULH;NI
MILHO                                   ;4742;MG;MG             ;2016;01;2016;12;17.67;60 kg                                                       ;PORTARIA Nº 123, DE 5 DE JULHO;http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2016_PRT_123.pdf
MILHO                                   ;4742;MG;MG             ;2017;01;2017;12;19.21;60 kg                                                       ;PORTARIA Nº 123, DE 5 DE JULHO;http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2016_PRT_123.pdf
MILHO                                   ;4742;MG;MG             ;2018;01;2018;12;19.47;60 kg                                                       ;PORTARIA Nº  1.577, DE 17 DE J;http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2017_PRT_1577.pdf
MILHO                                   ;4742;MG;MG             ;2019;01;2019;12;21.62;60 kg                                                       ;PORTARIA Nº 135, DE 12 DE JULH;http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2018_PRT_935.pdf
MILHO                                   ;4742;MG;MG             ;2020;01;2020;12;24.51;60 kg                                                       ;PORTARIA Nº 135, DE 12 DE JULH;http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2019_PRT_135.pdf
MILHO                                   ;4742;MG;MG             ;2021;01;2021;12;26.28;60 kg                                                       ;PORTARIA Nº 190, DE 9 DE JUNHO;http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2020_PRT_190.pdf
MILHO                                   ;4742;MG;MG             ;2022;01;2022;12;31.34;60 kg                                                       ;PORTARIA Nº 201, DE 1º DE JULH;http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2021_PRT_201.pdf
MILHO                                   ;4742;MG;MG             ;2023;01;2023;12;55.2;60 kg                                                       ;PORTARIA MAPA Nº 452, DE 4 DE ;https://biblioteca.conab.gov.br/phl82/pdf/legislacao/2022_PRT_452.pdf
MILHO                                   ;4742;MG;MG             ;2024;01;2024;12;47.79;60 kg                                                       ;PORTARIA MAPA Nº 612, DE 31 DE;https://www.in.gov.br/en/web/dou/-/portaria-mapa-n-612-de-31-de-agosto-de-2023-507003445
MILHO                                   ;4742;MG;MG             ;2025;01;2025;12;45.83;60 kg                                                       ;PORTARIA MAPA Nº 700, DE 15 DE;https://www.in.gov.br/en/web/dou/-/portaria-mapa-n-700-de-15-de-julho-de-2024-572339980
MILHO                                   ;4742;MS;MS             ;2014;01;2014;12;17.67;60 kg                                                       ;PORTARIA Nº 201, DE 1º DE JULH;NI
MILHO                                   ;4742;MS;MS             ;2015;01;2015;12;17.67;60 kg                                                       ;PORTARIA Nº 201, DE 1º DE JULH;NI
MILHO                                   ;4742;MS;MS             ;2016;01;2016;12;17.67;60 kg                                                       ;PORTARIA Nº 123, DE 5 DE JULHO;http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2016_PRT_123.pdf
MILHO                                   ;4742;MS;MS             ;2017;01;2017;12;19.21;60 kg                                                       ;PORTARIA Nº 123, DE 5 DE JULHO;http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2016_PRT_123.pdf
MILHO                                   ;4742;MS;MS             ;2018;01;2018;12;19.47;60 kg                                                       ;PORTARIA Nº  1.577, DE 17 DE J;http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2017_PRT_1577.pdf
MILHO                                   ;4742;MS;MS             ;2019;01;2019;12;21.62;60 kg                                                       ;PORTARIA Nº 135, DE 12 DE JULH;http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2018_PRT_935.pdf
MILHO                                   ;4742;MS;MS             ;2020;01;2020;12;24.51;60 kg                                                       ;PORTARIA Nº 135, DE 12 DE JULH;http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2019_PRT_135.pdf
MILHO                                   ;4742;MS;MS             ;2021;01;2021;12;26.28;60 kg                                                       ;PORTARIA Nº 190, DE 9 DE JUNHO;http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2020_PRT_190.pdf
MILHO                                   ;4742;MS;MS             ;2022;01;2022;12;31.34;60 kg                                                       ;PORTARIA Nº 201, DE 1º DE JULH;http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2021_PRT_201.pdf
MILHO                                   ;4742;MS;MS             ;2023;01;2023;12;55.2;60 kg                                                       ;PORTARIA MAPA Nº 452, DE 4 DE ;https://biblioteca.conab.gov.br/phl82/pdf/legislacao/2022_PRT_452.pdf
MILHO                                   ;4742;MS;MS             ;2024;01;2024;12;39.21;60 kg                                                       ;PORTARIA MAPA Nº 612, DE 31 DE;https://www.in.gov.br/en/web/dou/-/portaria-mapa-n-612-de-31-de-agosto-de-2023-507003445
MILHO                                   ;4742;MS;MS             ;2025;01;2025;12;35.91;60 kg                                                       ;PORTARIA MAPA Nº 700, DE 15 DE;https://www.in.gov.br/en/web/dou/-/portaria-mapa-n-700-de-15-de-julho-de-2024-572339980
MILHO                                   ;4742;MT;MT             ;2014;01;2014;12;13.56;60 kg                                                       ;PORTARIA Nº 201, DE 1º DE JULH;NI
MILHO                                   ;4742;MT;MT             ;2015;01;2015;12;13.56;60 kg                                                       ;PORTARIA Nº 201, DE 1º DE JULH;NI
MILHO                                   ;4742;MT;MT             ;2016;01;2016;12;13.56;60 kg                                                       ;PORTARIA Nº 123, DE 5 DE JULHO;http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2016_PRT_123.pdf
MILHO                                   ;4742;MT;MT             ;2017;01;2017;12;16.5;60 kg                                                       ;PORTARIA Nº 123, DE 5 DE JULHO;http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2016_PRT_123.pdf
MILHO                                   ;4742;MT;MT             ;2018;01;2018;12;16.71;60 kg                                                       ;PORTARIA Nº  1.577, DE 17 DE J;http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2017_PRT_1577.pdf
MILHO                                   ;4742;MT;MT             ;2019;01;2019;12;17.93;60 kg                                                       ;PORTARIA Nº 135, DE 12 DE JULH;http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2018_PRT_935.pdf
MILHO                                   ;4742;MT;MT             ;2020;01;2020;12;18.45;60 kg                                                       ;PORTARIA Nº 135, DE 12 DE JULH;http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2019_PRT_135.pdf
MILHO                                   ;4742;MT;MT             ;2021;01;2021;12;20.85;60 kg                                                       ;PORTARIA Nº 190, DE 9 DE JUNHO;http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2020_PRT_190.pdf
MILHO                                   ;4742;MT;MT             ;2022;01;2022;12;25.8;60 kg                                                       ;PORTARIA Nº 201, DE 1º DE JULH;http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2021_PRT_201.pdf
MILHO                                   ;4742;MT;MT             ;2023;01;2023;12;43.26;60 kg                                                       ;PORTARIA MAPA Nº 452, DE 4 DE ;https://biblioteca.conab.gov.br/phl82/pdf/legislacao/2022_PRT_452.pdf
MILHO                                   ;4742;MT;MT             ;2024;01;2024;12;39.21;60 kg                                                       ;PORTARIA MAPA Nº 612, DE 31 DE;https://www.in.gov.br/en/web/dou/-/portaria-mapa-n-612-de-31-de-agosto-de-2023-507003445
MILHO                                   ;4742;MT;MT             ;2025;01;2025;12;35.91;60 kg                                                       ;PORTARIA MAPA Nº 700, DE 15 DE;https://www.in.gov.br/en/web/dou/-/portaria-mapa-n-700-de-15-de-julho-de-2024-572339980
MILHO                                   ;4742;PA;PA             ;2014;01;2014;12;21.6;60 kg                                                       ;PORTARIA Nº 201, DE 1º DE JULH;NI
MILHO                                   ;4742;PA;PA             ;2015;01;2015;12;21.6;60 kg                                                       ;PORTARIA Nº 201, DE 1º DE JULH;NI
MILHO                                   ;4742;PA;PA             ;2016;01;2016;12;21.6;60 kg                                                       ;PORTARIA Nº 123, DE 5 DE JULHO;http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2016_PRT_123.pdf
MILHO                                   ;4742;PA;PA             ;2017;01;2017;12;21.6;60 kg                                                       ;PORTARIA Nº 123, DE 5 DE JULHO;http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2016_PRT_123.pdf
MILHO                                   ;4742;PA;PA             ;2018;01;2018;12;20.85;60 kg                                                       ;PORTARIA Nº  1.577, DE 17 DE J;http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2017_PRT_1577.pdf
MILHO                                   ;4742;PA;PA             ;2019;01;2019;12;24.99;60 kg                                                       ;PORTARIA Nº 135, DE 12 DE JULH;http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2018_PRT_935.pdf
MILHO                                   ;4742;PA;PA             ;2020;01;2020;12;24.27;60 kg                                                       ;PORTARIA Nº 135, DE 12 DE JULH;http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2019_PRT_135.pdf
MILHO                                   ;4742;PA;PA             ;2021;01;2021;12;27.66;60 kg                                                       ;PORTARIA Nº 190, DE 9 DE JUNHO;http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2020_PRT_190.pdf
MILHO                                   ;4742;PA;PA             ;2022;01;2022;12;34.97;60 kg                                                       ;PORTARIA Nº 201, DE 1º DE JULH;http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2021_PRT_201.pdf
MILHO                                   ;4742;PA;PA             ;2023;01;2023;12;72.51;60 kg                                                       ;PORTARIA MAPA Nº 452, DE 4 DE ;https://biblioteca.conab.gov.br/phl82/pdf/legislacao/2022_PRT_452.pdf
MILHO                                   ;4742;PA;PA             ;2024;01;2024;12;39.21;60 kg                                                       ;PORTARIA MAPA Nº 612, DE 31 DE;https://www.in.gov.br/en/web/dou/-/portaria-mapa-n-612-de-31-de-agosto-de-2023-507003445
MILHO                                   ;4742;PA;PA             ;2025;01;2025;12;40.55;60 kg                                                       ;PORTARIA MAPA Nº 700, DE 15 DE;https://www.in.gov.br/en/web/dou/-/portaria-mapa-n-700-de-15-de-julho-de-2024-572339980
MILHO                                   ;4742;PB;PB             ;2014;06;2015;05;24.99;60 kg                                                       ;PORTARIA Nº 201, DE 1º DE JULH;NI
MILHO                                   ;4742;PB;PB             ;2015;06;2016;05;24.99;60 kg                                                       ;PORTARIA Nº 201, DE 1º DE JULH;NI
MILHO                                   ;4742;PB;PB             ;2016;06;2017;05;24.99;60 kg                                                       ;PORTARIA Nº 123, DE 5 DE JULHO;http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2016_PRT_123.pdf
MILHO                                   ;4742;PB;PB             ;2017;06;2018;05;24.99;60 kg                                                       ;PORTARIA Nº  1.577, DE 17 DE J;http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2017_PRT_1577.pdf
